STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
other,16,H,F,3,,N,L,F,B,S,2
other,6,N,F,0,,Y,L,E,B,U,2
other,36,U,F,3,,N,L,G,D,T,2
WI,40,H,F,3,,N,L,D,C,R,2
CA,23,U,F,1,,N,L,E,A,C,1
FL,29,N,M,0,,N,L,F,C,C,2
other,49,H,M,2,,N,L,F,C,R,2
MO,36,U,F,2,,N,L,F,A,T,2
other,18,H,M,2,,N,L,G,B,S,2
CA,24,H,F,3,,Y,L,F,A,C,1
TX,10,H,F,3,,N,L,E,A,U,4
other,46,H,M,2,,N,L,F,C,R,2
IL,3,H,F,3,,N,L,F,A,U,1
NC,47,H,M,3,12,Y,L,G,C,R,2
CA,23,N,F,0,,N,L,F,A,C,1
FL,49,U,M,3,,N,L,E,B,R,2
other,39,N,F,0,,N,L,F,B,T,2
other,18,H,F,3,,N,L,F,B,S,2
NC,36,U,F,3,,N,L,F,C,T,2
other,12,H,M,3,12,N,L,G,A,S,1
GA,28,H,F,3,,N,L,F,A,C,2
IL,35,H,M,1,,N,L,F,B,T,1
TX,30,H,M,3,,Y,L,F,C,C,3
MI,35,H,F,1,,N,L,F,C,T,1
TX,6,H,F,3,,N,L,F,A,U,2
FL,21,N,F,0,,N,L,F,B,S,3
FL,23,N,M,0,,N,L,F,A,C,1
MO,36,N,F,0,,N,L,F,D,T,2
MI,44,H,M,3,12,N,L,F,B,R,2
GA,13,H,F,3,,N,L,E,B,S,1
GA,31,H,F,3,,Y,L,E,A,C,3
IN,40,H,M,2,,N,L,F,C,R,2
other,46,N,F,0,,N,L,E,D,R,2
MI,44,U,F,3,,N,L,E,B,R,2
IN,20,H,M,1,,N,L,E,B,S,2
CA,40,H,F,3,,Y,L,G,A,R,2
MI,49,H,F,3,1,N,L,G,C,R,2
TX,41,H,F,2,,N,L,E,B,T,3
MI,39,U,F,3,,N,L,F,D,T,2
other,39,U,M,2,,N,L,G,B,T,2
other,24,H,M,2,,Y,L,G,C,C,1
other,36,U,F,3,,N,L,F,B,T,2
CA,15,U,F,2,,N,L,F,A,S,1
other,20,H,F,3,,N,L,D,B,S,2
other,37,H,M,2,,N,L,G,D,T,2
TX,49,H,F,2,,N,L,G,B,R,2
WA,27,H,F,3,12,N,L,F,B,C,2
TX,8,N,F,0,,N,L,F,A,U,3
other,28,H,M,3,,N,L,D,B,C,2
NC,49,U,F,2,,N,L,G,B,R,2
other,44,H,M,3,,N,L,F,A,R,2
MI,18,N,F,0,,N,L,F,D,S,2
CA,10,H,M,3,,N,L,F,A,U,4
FL,13,H,M,1,,N,L,G,B,S,1
NC,23,H,M,3,,N,L,F,B,C,1
MI,35,H,M,3,,N,L,F,B,T,1
CA,5,U,M,1,,N,L,F,A,U,2
WA,27,H,F,3,,N,L,F,C,C,2
other,35,N,F,0,,N,L,G,D,T,1
other,34,H,M,3,,N,L,F,C,T,1
CA,41,H,F,3,,N,L,F,C,T,3
GA,45,N,F,0,,N,L,D,D,R,2
FL,29,N,M,0,,N,L,F,C,C,2
other,43,H,F,3,,Y,L,F,B,R,2
MI,18,H,M,3,,N,L,F,A,S,2
NC,22,H,M,3,,N,L,G,B,C,1
other,36,N,F,0,,N,L,D,A,T,2
TX,12,U,F,2,,N,L,F,A,S,1
CA,8,N,F,0,12,N,L,F,B,U,3
other,43,N,F,0,,N,L,G,C,R,2
WI,49,U,M,3,,N,L,F,C,R,2
TX,2,H,F,1,,N,L,E,A,U,1
other,49,N,F,0,,N,L,F,D,R,2
GA,44,H,M,2,,N,L,F,A,R,2
CA,40,U,M,2,,N,L,F,B,R,2
other,25,H,M,3,,N,L,F,C,C,2
other,51,N,F,0,,N,L,E,D,R,3
CA,16,H,M,3,,N,L,F,A,S,2
CA,27,N,F,0,,N,L,E,A,C,2
other,41,H,M,3,,N,L,G,B,T,3
FL,26,N,M,0,,N,L,F,B,C,2
IL,13,H,F,3,,N,L,F,A,S,1
MO,41,U,F,1,,N,L,F,D,T,3
CA,22,U,M,2,12,Y,L,F,A,C,1
other,38,N,F,0,,N,L,E,D,T,2
MI,31,H,M,3,,N,L,E,A,C,3
other,27,U,F,2,,N,L,G,C,C,2
FL,28,H,F,3,,N,L,F,B,C,2
NC,30,H,F,2,,N,L,E,C,C,3
IL,12,H,F,3,,N,L,F,A,S,1
other,11,H,U,3,,N,L,F,A,S,1
NC,36,H,M,2,,N,L,G,C,T,2
other,40,H,F,2,,N,L,F,C,T,2
IL,17,N,F,0,,Y,L,F,A,S,2
NC,25,U,F,1,,N,L,G,B,C,2
other,28,H,M,2,,N,L,F,C,C,2
other,45,H,F,2,,N,L,E,D,R,2
MO,35,U,M,3,,N,L,E,D,T,1
other,28,H,M,2,12,N,L,G,B,C,2
FL,27,H,M,3,,Y,L,F,B,C,2
FL,7,N,M,0,12,N,L,F,A,U,2
MI,8,H,F,3,,N,L,F,A,U,3
other,43,U,F,3,,N,L,E,D,R,2
NC,40,U,F,3,,N,L,F,B,T,2
other,45,H,M,3,,N,L,E,D,R,2
TX,18,H,F,3,,N,L,D,B,S,2
other,2,H,F,3,,N,L,F,B,U,1
TX,53,H,F,2,,N,L,E,D,R,3
other,49,H,F,2,,N,L,F,B,R,2
other,27,H,M,3,,N,L,E,C,C,2
TX,14,H,F,3,,N,L,F,B,S,1
other,4,N,J,0,,N,L,E,B,U,2
IL,40,N,F,0,,N,L,E,B,T,2
CA,42,H,F,2,,N,L,F,A,R,1
other,18,H,F,3,,N,L,D,B,S,2
other,1,N,F,0,,N,L,G,B,U,1
CA,10,N,M,0,,N,L,F,A,U,4
WI,20,U,F,1,,N,L,D,B,S,2
MI,49,H,M,3,,N,L,F,C,R,2
other,46,U,M,2,,Y,L,E,D,R,2
IL,21,H,F,3,,N,L,F,A,S,3
TX,11,H,M,1,,Y,L,E,B,S,1
CA,9,U,F,3,,N,L,G,A,U,3
WI,16,H,F,3,,N,L,F,B,S,2
other,35,N,F,0,,N,L,G,B,T,1
other,35,H,F,3,,N,L,F,B,T,1
other,7,H,F,3,,N,L,D,B,U,2
other,27,N,F,0,,N,L,F,C,C,2
IL,14,H,F,3,12,N,L,F,A,S,1
CA,29,H,M,3,,N,L,F,C,C,2
TX,18,H,M,3,,N,L,D,C,S,2
other,31,N,F,0,,N,L,F,B,C,3
CA,17,H,M,2,,N,L,G,A,S,2
CA,8,H,F,3,,N,L,E,A,U,3
MO,14,H,F,3,,N,L,E,A,S,1
other,39,U,F,3,,N,L,E,C,T,2
other,43,H,F,2,,N,L,F,D,R,2
FL,36,U,F,2,,N,L,F,C,T,2
IL,35,H,M,3,,N,L,G,A,T,1
CA,42,H,M,2,,Y,L,F,C,R,1
FL,30,N,M,0,,N,L,G,B,C,3
other,44,U,M,2,,Y,L,F,D,R,2
FL,23,H,M,3,,Y,L,G,B,C,1
other,18,H,M,2,,Y,L,G,B,S,2
MI,39,N,M,0,,N,L,E,D,T,2
other,34,H,M,3,,N,L,F,C,T,1
WI,49,N,F,0,,N,L,F,C,R,2
other,43,H,M,2,,N,L,E,D,R,2
other,16,H,M,3,,N,L,D,A,S,2
other,18,H,F,3,12,N,L,G,B,S,2
MI,35,H,F,3,,N,L,F,A,T,1
other,24,H,F,3,,N,L,F,B,C,1
MO,36,N,M,0,,N,L,G,A,T,2
other,45,H,F,3,,N,L,G,C,R,2
FL,30,H,M,2,,N,L,F,B,C,3
other,45,N,M,0,,N,L,F,D,R,2
CA,35,H,M,3,,Y,L,G,A,T,1
IN,49,N,M,0,,N,L,F,D,R,2
other,36,N,F,0,,N,L,F,D,T,2
other,12,H,F,3,,N,L,F,A,S,1
other,30,H,M,1,,Y,L,F,B,C,3
TX,14,N,M,0,,N,L,G,A,S,1
TX,25,N,F,0,,N,L,F,B,C,2
other,45,U,F,3,,N,L,G,D,R,2
other,2,H,M,3,,N,L,F,B,U,1
other,13,U,M,3,,N,L,E,B,S,1
IN,12,N,M,0,,N,L,G,B,S,1
CA,23,N,M,0,,N,L,G,A,C,1
other,38,N,U,0,,N,L,F,D,T,2
FL,40,H,F,1,,N,L,F,A,T,2
IN,43,U,F,2,12,N,L,G,D,R,2
IL,14,H,F,3,,Y,L,F,A,S,1
NC,27,N,F,0,,N,L,E,B,C,2
other,22,U,M,1,,N,L,F,D,C,1
IN,40,H,M,2,,Y,L,F,C,T,2
WA,36,N,F,0,,Y,L,E,B,T,2
other,18,H,F,3,,N,L,D,C,S,2
WA,46,U,M,2,,N,L,D,D,R,2
CA,10,N,F,0,,N,L,F,A,U,4
FL,29,H,M,2,,N,L,D,A,C,2
other,24,H,M,3,,Y,L,F,C,C,1
other,49,U,F,2,,N,L,F,D,R,2
MI,12,U,F,2,,N,L,F,A,S,1
NC,45,U,F,2,,Y,L,E,D,R,2
WI,49,H,M,3,,N,L,F,D,R,2
FL,31,U,F,3,,N,L,F,B,C,3
other,46,N,M,0,,N,L,F,D,R,2
other,27,H,M,3,,N,L,F,B,C,2
MI,30,H,M,3,,N,L,F,B,C,3
other,16,H,M,3,,Y,L,F,B,S,2
FL,27,N,F,0,,N,L,G,C,C,2
other,23,U,F,2,,N,L,G,C,C,1
other,22,U,F,3,,N,L,F,C,C,1
other,18,H,F,2,,N,L,G,B,S,2
CA,30,U,M,2,,N,L,F,C,C,3
GA,39,U,M,1,,N,L,F,B,T,2
MO,44,N,M,0,,N,L,G,D,R,2
other,16,H,F,2,,N,L,F,A,S,2
FL,39,N,F,0,,N,L,F,B,T,2
WA,35,U,M,1,,N,L,G,A,T,1
GA,13,H,M,3,,N,L,F,A,S,1
TX,40,H,M,2,,N,L,G,A,T,2
MI,24,H,M,3,,N,L,G,A,C,1
MI,40,U,F,3,,N,L,F,B,T,2
FL,41,H,M,3,,N,L,F,A,T,3
MI,5,H,F,2,,N,L,F,A,U,2
WA,44,H,M,3,,N,L,F,A,R,2
other,51,N,M,0,,N,L,F,D,R,3
IL,11,H,F,3,12,N,L,F,A,S,1
MO,28,H,M,3,,N,L,G,B,C,2
WA,39,H,M,2,,N,L,G,B,T,2
IN,49,H,M,1,,N,L,E,C,R,2
MI,16,H,M,3,,N,L,F,A,S,2
CA,2,N,F,0,,N,L,F,B,U,1
CA,19,H,M,2,,N,L,F,A,S,2
IL,40,H,M,3,,N,L,F,A,T,2
FL,29,U,U,2,,N,L,E,B,C,2
other,40,H,M,3,,N,L,F,D,T,2
MO,43,H,F,3,,Y,L,F,D,R,2
CA,5,H,F,1,,N,L,F,C,U,2
MI,32,H,F,3,,Y,L,E,B,C,3
other,16,N,F,0,,N,L,E,B,S,2
NC,27,N,M,0,,N,L,E,D,C,2
MO,49,H,M,2,,N,L,F,D,R,2
WA,20,N,F,0,,N,L,F,A,S,2
CA,7,H,F,3,,N,L,E,A,U,2
WI,8,H,F,3,,N,L,E,B,U,3
other,38,N,F,0,,N,L,G,C,T,2
FL,49,H,F,3,,N,L,D,D,R,2
TX,24,H,F,3,,N,L,G,A,C,1
other,51,U,M,3,,N,L,E,D,R,3
WI,27,N,F,0,,N,L,E,C,C,2
IL,23,N,F,0,,N,L,E,B,C,1
other,25,U,F,2,,N,L,E,C,C,2
CA,27,H,F,2,,N,L,G,A,C,2
other,40,N,M,0,,N,L,F,D,R,2
other,39,H,F,3,,N,L,F,B,T,2
NC,31,U,M,3,,N,L,G,B,C,3
other,48,U,U,1,,N,L,F,C,R,2
CA,6,U,M,1,,N,L,F,A,U,2
other,49,H,F,2,,N,L,E,B,R,2
WA,40,U,F,3,,N,L,F,A,T,2
other,40,H,M,3,,N,L,E,B,T,2
other,51,U,M,2,,N,L,E,D,R,3
CA,5,H,F,3,,N,L,F,A,U,2
CA,19,H,M,2,,Y,L,G,A,S,2
other,49,U,F,3,,N,L,E,D,R,2
GA,49,U,M,3,,N,L,F,A,R,2
other,38,U,F,3,,N,L,E,D,T,2
other,34,U,F,2,,N,L,G,A,T,1
MI,9,U,F,3,,N,L,G,A,U,3
other,29,H,M,3,12,N,L,G,B,C,2
other,41,H,M,2,,N,L,E,C,T,3
TX,35,H,F,3,,N,L,G,A,T,1
other,36,H,F,2,,N,L,F,D,T,2
WA,7,N,F,0,,N,L,F,B,U,2
other,17,H,M,2,,N,L,F,B,S,2
CA,3,H,F,3,,N,L,G,A,U,1
other,36,H,M,3,,N,L,D,D,T,2
WA,28,H,F,3,,N,L,F,D,C,2
CA,41,U,M,3,,Y,L,F,B,T,3
CA,28,N,F,0,,N,L,F,C,C,2
GA,34,H,F,3,,N,L,G,A,T,1
IL,5,N,F,0,,N,L,F,A,U,2
FL,26,N,M,0,12,N,L,G,B,C,2
other,20,H,F,2,12,N,L,E,B,S,2
other,41,H,F,3,,N,L,F,C,T,3
GA,50,H,F,2,,N,L,E,D,R,3
FL,23,U,F,1,,N,L,F,A,C,1
other,43,U,F,3,,N,L,E,D,R,2
other,40,U,M,2,,N,L,F,C,T,2
other,45,H,M,2,,N,L,G,C,R,2
CA,2,N,M,0,,N,L,G,A,U,1
FL,16,U,F,3,,N,L,F,B,S,2
NC,40,U,M,3,,N,L,E,C,T,2
other,49,U,F,2,,N,L,G,D,R,2
IL,28,H,F,1,,N,L,D,A,C,2
other,34,U,U,1,,N,L,F,C,T,1
other,41,N,M,0,,N,L,F,C,T,3
WA,23,N,F,0,,N,L,F,C,C,1
other,51,U,F,2,,N,L,F,D,R,3
TX,39,H,F,2,12,N,L,G,D,T,2
IL,10,H,F,2,,N,L,F,A,U,4
CA,35,H,M,3,,N,L,G,A,T,1
WI,36,H,U,3,0,N,L,D,D,T,2
other,13,U,M,1,,Y,L,E,A,S,1
TX,12,H,F,3,,N,L,G,C,S,1
CA,2,H,F,3,,N,L,F,A,U,1
other,23,H,M,3,,N,L,F,C,C,1
other,40,N,M,0,,N,L,F,B,R,2
WI,40,H,M,3,,Y,L,F,B,T,2
CA,14,N,M,0,,N,L,G,A,S,1
CA,6,H,M,3,,N,L,F,A,U,2
WA,30,H,F,3,,N,L,D,C,C,3
FL,37,H,M,1,0,N,L,F,B,T,2
other,45,N,F,0,,N,L,F,D,R,2
WI,38,U,M,3,,N,L,F,C,T,2
FL,24,H,F,3,,N,L,F,B,C,1
IN,38,N,F,0,,N,L,G,C,T,2
other,21,N,F,0,,N,L,F,B,S,3
other,27,H,M,3,,N,L,G,C,C,2
other,45,U,M,2,,N,L,F,B,R,2
other,50,U,F,3,,N,L,E,D,R,3
FL,3,H,M,3,,N,L,G,A,U,1
GA,18,N,M,0,,N,L,F,D,S,2
other,43,H,M,3,,N,L,G,B,R,2
WI,2,N,F,3,,N,L,F,B,U,1
CA,13,U,F,2,,N,L,E,A,S,1
IN,36,H,F,2,,N,L,E,C,T,2
other,50,U,M,2,,N,L,F,C,R,3
CA,3,H,F,1,,N,L,F,A,U,1
TX,17,H,F,3,12,Y,L,F,B,S,2
IN,43,U,F,1,,N,L,E,D,R,2
CA,27,H,M,3,,N,L,F,A,C,2
TX,28,H,M,3,,Y,L,D,C,C,2
other,35,H,M,3,,Y,L,G,B,T,1
other,8,H,M,3,,N,L,E,B,U,3
CA,11,H,F,3,,N,L,F,A,S,1
other,53,H,F,3,,N,L,D,D,R,3
CA,13,H,F,3,,N,L,G,B,S,1
TX,49,H,F,3,,N,L,F,A,R,2
IN,16,U,U,3,,N,L,E,A,S,2
other,30,H,F,3,,N,L,F,D,C,3
CA,27,H,F,3,,N,L,F,A,C,2
MI,49,H,M,3,,N,L,F,C,R,2
FL,34,U,M,1,,N,L,F,B,T,1
WA,40,H,M,3,,N,L,E,C,T,2
other,37,U,F,3,,N,L,E,D,T,2
other,12,H,F,3,,N,L,F,B,S,1
TX,24,H,M,3,,Y,L,F,C,C,1
CA,24,H,F,3,,N,L,F,A,C,1
TX,40,H,M,2,,Y,L,E,B,T,2
other,12,H,M,3,,N,L,F,B,S,1
MI,21,N,F,0,,N,L,E,A,S,3
FL,40,U,M,1,12,N,L,F,A,R,2
other,39,H,F,3,,N,L,F,B,T,2
WA,20,N,M,0,,Y,L,F,A,S,2
other,49,H,F,3,,N,L,F,C,R,2
MI,49,H,M,2,,N,L,F,D,R,2
MI,40,H,M,3,,Y,L,E,A,R,2
CA,1,N,F,0,,N,L,G,A,U,1
MI,11,U,F,2,,Y,L,D,A,S,1
other,25,H,F,3,,N,L,E,B,C,2
other,15,H,F,3,,N,L,G,B,S,1
CA,2,U,F,2,,N,L,E,A,U,1
TX,50,N,F,0,,N,L,F,D,R,3
other,44,U,M,3,,N,L,F,D,R,2
WI,35,H,M,3,,Y,L,F,B,T,1
TX,45,U,F,2,,N,L,F,D,R,2
CA,18,H,F,1,,N,L,D,A,S,2
other,41,N,M,0,,N,L,G,B,T,3
TX,14,H,M,3,,N,L,F,A,S,1
other,41,U,F,2,,N,L,G,B,T,3
other,22,H,F,2,,N,L,F,C,C,1
other,39,H,F,3,,N,L,E,C,T,2
NC,32,U,M,2,,N,L,E,B,C,3
CA,27,H,M,3,,N,L,G,A,C,2
WA,31,H,M,3,,N,L,E,C,C,3
IL,40,H,F,3,,N,L,E,A,T,2
FL,29,H,F,3,,Y,L,F,B,C,2
WA,38,H,M,2,,N,L,F,D,T,2
IL,40,H,M,3,,N,L,F,A,T,2
TX,9,H,F,3,12,N,L,F,A,U,3
MO,17,N,F,0,,N,L,G,B,S,2
CA,14,H,F,3,,N,L,E,A,S,1
NC,35,H,M,3,,Y,L,F,C,T,1
other,46,H,F,2,,Y,L,E,C,R,2
other,36,H,M,3,,N,L,E,B,T,2
MI,20,N,F,0,,N,L,D,A,S,2
MI,10,H,M,3,,N,L,G,A,U,4
FL,50,N,F,0,,N,L,D,D,R,3
WI,40,H,M,2,12,N,L,G,B,R,2
FL,10,H,M,3,,N,L,F,A,U,4
MI,10,H,M,2,,N,L,F,A,U,4
TX,49,U,F,2,12,N,L,F,B,R,2
other,30,H,F,3,,N,L,F,B,C,3
other,50,U,M,2,,N,L,F,D,R,3
other,13,N,F,0,,N,L,F,B,S,1
TX,47,U,U,2,,N,L,G,C,R,2
other,51,U,F,2,,Y,L,E,D,R,3
IL,13,N,F,0,,N,L,G,A,S,1
WA,24,H,F,3,,N,L,F,A,C,1
CA,34,N,M,0,12,N,L,F,A,T,1
FL,33,H,M,3,,N,L,E,A,C,3
CA,24,H,M,2,,N,L,E,A,C,1
other,45,U,M,3,,N,L,F,C,R,2
other,36,U,M,2,,N,L,F,B,T,2
other,11,U,F,1,,N,L,E,B,S,1
other,40,H,M,2,,N,L,G,B,R,2
IL,14,H,M,3,12,N,L,F,A,S,1
WI,10,N,F,0,,N,L,E,B,U,4
other,14,H,M,2,,N,L,G,B,S,1
NC,46,N,M,0,,N,L,F,D,R,2
FL,10,U,M,1,,N,L,E,A,U,4
MO,40,H,F,3,,N,L,D,A,T,2
GA,10,N,M,0,,N,L,E,A,U,4
NC,36,N,F,0,,N,L,G,D,T,2
other,43,N,F,0,,Y,L,G,B,R,2
TX,27,H,F,2,,N,L,E,C,C,2
IL,35,H,M,3,,Y,L,F,A,T,1
other,43,U,M,3,,N,L,E,D,R,2
other,40,N,F,0,,N,L,G,B,T,2
TX,36,H,F,3,,N,L,D,D,T,2
NC,32,H,F,2,,N,L,G,B,C,3
WA,36,H,M,3,,N,L,F,D,T,2
CA,12,N,M,0,,N,L,F,A,S,1
MI,49,N,F,0,,N,L,D,D,R,2
MI,27,H,F,3,,N,L,F,B,C,2
IL,12,U,F,3,,N,L,E,A,S,1
other,12,U,F,1,,Y,L,G,B,S,1
FL,7,U,M,2,,N,L,E,A,U,2
CA,20,N,F,0,,N,L,F,A,S,2
other,48,H,M,3,,N,L,F,D,R,2
IL,16,H,M,2,,N,L,F,A,S,2
IL,3,H,F,2,,N,L,E,A,U,1
NC,35,H,F,2,,N,L,F,B,T,1
CA,13,H,M,3,,N,L,F,A,S,1
CA,35,H,M,3,12,N,L,G,B,T,1
other,21,H,F,1,,N,L,F,B,S,3
CA,20,N,F,0,,N,L,F,A,S,2
FL,37,H,M,1,,N,L,G,C,T,2
CA,2,H,F,3,,N,L,G,A,U,1
WA,46,H,M,3,,N,L,G,C,R,2
CA,11,H,M,3,,N,L,F,A,S,1
WA,13,H,M,3,,N,L,F,A,S,1
TX,49,H,F,2,12,N,L,G,C,R,2
other,45,H,M,3,,Y,L,E,D,R,2
CA,12,H,F,3,,N,L,F,A,S,1
TX,49,H,M,2,,N,L,G,D,R,2
CA,7,N,F,0,,N,L,D,A,U,2
other,39,H,M,2,,Y,L,E,B,T,2
other,18,N,M,0,12,N,L,E,B,S,2
TX,25,U,F,2,,N,L,E,C,C,2
other,13,N,F,0,,N,L,F,B,S,1
NC,47,H,M,2,,Y,L,G,C,R,2
other,51,U,M,3,,N,L,E,D,R,3
CA,34,N,F,0,,N,L,G,A,T,1
other,27,H,F,2,,N,L,E,B,C,2
CA,5,H,F,1,,N,L,F,A,U,2
FL,40,H,F,2,,Y,L,F,D,R,2
other,39,H,M,3,,Y,L,F,B,T,2
IL,26,H,M,3,,Y,L,F,B,C,2
other,15,H,F,3,,N,L,F,B,S,1
WI,44,U,F,2,,N,L,G,B,R,2
IL,27,H,M,3,,N,L,G,A,C,2
IN,40,N,M,0,12,N,L,E,D,R,2
WI,41,U,F,3,,N,L,D,C,T,3
other,1,N,F,0,,N,L,F,B,U,1
TX,12,H,M,3,,N,L,F,C,S,1
NC,44,H,M,2,,N,L,G,B,R,2
IL,17,H,F,3,,N,L,G,A,S,2
IN,16,H,F,3,,N,L,E,B,S,2
WI,35,H,F,3,,N,L,F,B,T,1
FL,33,N,F,0,,N,L,E,A,C,3
IL,7,N,F,0,,N,L,F,A,U,2
other,40,U,F,2,12,N,L,G,B,R,2
CA,17,N,M,0,,N,L,G,A,S,2
MI,18,H,F,3,,N,L,F,A,S,2
other,24,U,F,2,,N,L,F,C,C,1
MO,2,H,M,3,,N,L,F,A,U,1
IL,18,U,F,2,,N,L,G,C,S,2
IL,22,H,M,3,12,N,L,F,A,C,1
other,35,U,F,2,,N,L,E,C,T,1
FL,28,H,F,3,,N,L,F,C,C,2
other,46,N,F,0,,N,L,E,B,R,2
MI,13,H,F,3,,N,L,G,A,S,1
other,43,U,F,2,,N,L,G,D,R,2
other,51,H,F,3,,N,L,F,B,R,3
other,8,U,F,3,,N,L,F,B,U,3
FL,38,H,F,3,,N,L,E,B,T,2
other,39,H,M,2,,Y,L,F,C,T,2
FL,7,N,M,0,,N,L,F,A,U,2
NC,38,N,M,0,,N,L,F,C,T,2
other,13,H,M,3,,Y,L,F,B,S,1
NC,12,H,F,2,,N,L,F,B,S,1
CA,15,H,F,3,12,N,L,G,A,S,1
other,45,N,F,0,,N,L,F,D,R,2
other,49,U,F,3,,N,L,E,B,R,2
CA,15,N,M,0,,N,L,F,A,S,1
FL,21,N,M,0,,N,L,F,A,S,3
FL,17,H,F,3,,N,L,F,B,S,2
IL,44,N,M,0,,N,L,D,B,R,2
CA,14,H,F,3,,N,L,F,A,S,1
NC,39,U,M,3,,N,L,F,B,T,2
other,15,H,F,2,,N,L,F,A,S,1
IN,25,N,M,0,,N,L,F,B,C,2
IL,45,H,F,3,,N,L,F,D,R,2
FL,36,U,F,3,,N,L,E,B,T,2
WA,7,N,M,0,,N,L,G,A,U,2
other,22,H,M,3,,N,L,D,B,C,1
CA,10,H,F,3,,N,L,F,A,U,4
WA,27,H,F,3,,N,L,F,C,C,2
IN,49,N,F,0,,N,L,G,B,R,2
FL,25,N,F,2,,N,L,E,B,C,2
other,43,H,M,2,,N,L,F,D,R,2
WA,48,U,M,3,,N,L,D,D,R,2
MO,45,U,M,3,,N,L,E,D,R,2
TX,34,H,M,3,,N,L,F,D,T,1
CA,5,H,M,3,,N,L,F,A,U,2
WA,27,U,M,1,,N,L,F,A,C,2
other,51,U,F,3,,N,L,D,D,R,3
MI,45,H,M,3,,N,L,G,D,R,2
CA,27,N,M,0,,N,L,E,B,C,2
FL,29,H,M,3,,N,L,E,B,C,2
GA,38,H,M,2,,N,L,D,D,T,2
CA,27,H,F,2,,N,L,F,C,C,2
other,27,U,F,3,,N,L,F,A,C,2
CA,34,H,F,3,,N,L,F,B,T,1
FL,28,H,M,2,,N,L,G,B,C,2
other,36,U,M,3,,N,L,E,D,T,2
other,31,N,F,0,,N,L,F,B,C,3
other,40,U,F,1,12,N,L,F,B,R,2
MI,8,H,F,3,,N,L,G,A,U,3
CA,14,H,F,3,,N,L,F,A,S,1
MI,36,H,F,2,,N,L,F,D,T,2
other,45,U,U,3,,N,L,E,D,R,2
CA,17,H,J,3,,N,L,D,A,S,2
WI,8,H,F,3,,Y,L,G,B,U,3
GA,43,U,M,3,,N,L,F,D,R,2
CA,13,H,F,3,,N,L,F,A,S,1
GA,40,H,M,3,,N,L,F,A,T,2
other,39,U,F,3,,N,L,F,D,T,2
other,45,H,F,3,,Y,L,F,D,R,2
GA,39,H,F,3,,N,L,F,C,T,2
other,25,N,F,0,,N,L,F,C,C,2
other,47,U,M,3,,N,L,F,B,R,2
CA,40,N,F,3,,N,L,F,A,R,2
GA,40,U,F,3,,N,L,F,A,T,2
IN,16,H,M,3,,Y,L,E,B,S,2
CA,40,N,M,0,,N,L,F,B,R,2
CA,34,N,M,3,,N,L,F,C,T,1
other,41,H,M,3,,Y,L,E,B,T,3
IN,44,N,F,0,,N,L,E,B,R,2
other,38,H,F,3,,N,L,F,D,T,2
other,27,H,M,1,,N,L,E,B,C,2
other,49,H,M,3,12,N,L,F,B,R,2
CA,39,U,F,2,,N,L,F,A,T,2
other,35,U,F,2,,N,L,F,B,T,1
other,21,N,M,0,,N,L,F,B,S,3
FL,34,N,M,0,,N,L,G,C,T,1
IL,45,U,M,1,,N,L,F,D,R,2
other,42,H,M,3,,N,L,F,C,R,1
IL,11,H,F,3,,N,L,F,A,S,1
WI,13,H,F,3,,N,L,G,B,S,1
other,33,H,M,3,,Y,L,F,B,C,3
GA,14,H,M,1,,N,L,F,B,S,1
TX,45,H,M,2,,N,L,F,C,R,2
other,36,H,M,2,,N,L,E,D,T,2
other,20,H,F,3,,N,L,F,B,S,2
CA,8,H,M,3,,Y,L,E,A,U,3
IL,49,U,F,2,,N,L,F,C,R,2
other,2,U,F,3,,N,L,F,B,U,1
other,6,H,F,2,,N,L,E,B,U,2
other,35,H,M,3,,N,L,F,B,T,1
NC,24,H,F,3,,N,L,F,B,C,1
TX,21,H,F,3,,N,L,F,A,S,3
other,25,U,F,3,,N,L,F,C,C,2
other,18,H,F,2,12,N,L,F,B,S,2
other,48,H,M,3,,N,L,G,B,R,2
CA,8,N,M,0,,N,L,F,B,U,3
CA,18,H,F,3,,N,L,F,B,S,2
MI,11,H,M,2,,N,L,F,A,S,1
FL,46,H,F,2,,N,L,F,D,R,2
CA,38,U,F,2,,N,L,D,A,T,2
other,48,N,J,0,,N,L,G,D,R,2
other,21,N,F,0,,N,L,F,A,S,3
WA,30,H,F,3,,N,L,F,C,C,3
CA,40,U,F,1,,N,L,F,B,T,2
other,11,H,M,3,,N,L,E,B,S,1
TX,2,H,F,3,,Y,L,F,A,U,1
other,24,H,F,1,,Y,L,G,B,C,1
TX,18,H,M,3,,N,L,F,A,S,2
TX,3,H,M,2,,N,L,E,A,U,1
CA,18,H,F,2,,N,L,G,A,S,2
TX,40,H,M,3,,Y,L,F,A,T,2
MI,18,H,F,2,,Y,L,F,B,S,2
CA,7,H,M,3,,N,L,G,A,U,2
IL,18,H,M,3,,Y,L,F,A,S,2
CA,8,U,F,2,,N,L,E,A,U,3
IN,36,U,F,3,,N,L,G,D,T,2
IL,12,H,F,1,,Y,L,E,A,S,1
MI,16,U,M,2,,N,L,G,B,S,2
GA,39,H,M,2,,N,L,E,D,T,2
